precipitation,date,temp_max,temp_min,wind,weather,year,month
0.3,2015-09-05,20.6,8.9,3.5,rain,2015,9
5.3,2015-09-06,16.1,11.7,2.4,rain,2015,9
0.3,2015-09-07,21.1,13.3,1.5,rain,2015,9
0.0,2015-09-08,22.8,13.3,2.4,sun,2015,9
0.0,2015-09-09,24.4,13.9,3.3,sun,2015,9
0.0,2015-09-10,25.0,14.4,3.6,fog,2015,9
0.0,2015-09-11,27.2,15.0,3.1,sun,2015,9
0.0,2015-09-12,26.7,14.4,2.1,sun,2015,9
0.5,2015-09-13,20.6,12.8,3.0,rain,2015,9
0.0,2015-09-14,16.7,10.6,3.4,sun,2015,9
0.0,2015-09-15,17.8,10.0,2.8,sun,2015,9
1.0,2015-09-16,20.0,10.0,1.9,rain,2015,9
1.8,2015-09-17,18.3,12.8,3.8,rain,2015,9
0.0,2015-09-18,19.4,12.8,2.6,sun,2015,9
0.0,2015-09-19,21.1,14.4,4.3,sun,2015,9
4.1,2015-09-20,22.8,12.2,6.8,rain,2015,9
0.0,2015-09-21,18.3,9.4,2.7,fog,2015,9
0.0,2015-09-22,18.9,7.8,2.0,sun,2015,9
0.0,2015-09-23,20.6,8.3,1.8,sun,2015,9
0.0,2015-09-24,22.2,11.1,2.5,fog,2015,9
2.0,2015-09-25,15.6,12.8,2.6,rain,2015,9
0.0,2015-09-26,18.3,10.0,2.7,sun,2015,9
0.0,2015-09-27,17.8,7.2,3.8,sun,2015,9
0.0,2015-09-28,21.1,9.4,5.1,sun,2015,9
0.0,2015-09-29,21.7,8.9,1.9,sun,2015,9
0.0,2015-09-30,18.3,10.0,1.3,fog,2015,9
0.0,2015-10-01,21.1,9.4,1.3,fog,2015,10
0.0,2015-10-02,15.6,10.0,2.9,fog,2015,10
0.0,2015-10-03,19.4,11.1,4.8,sun,2015,10
0.0,2015-10-04,22.8,10.0,3.7,sun,2015,10
0.0,2015-10-05,23.3,9.4,1.6,sun,2015,10
0.0,2015-10-06,18.3,10.0,2.6,drizzle,2015,10
9.9,2015-10-07,16.1,13.9,2.2,rain,2015,10
0.0,2015-10-08,18.9,13.3,1.1,fog,2015,10
0.3,2015-10-09,19.4,12.2,2.6,rain,2015,10
28.7,2015-10-10,21.1,13.3,4.7,rain,2015,10
0.0,2015-10-11,17.8,10.6,2.6,sun,2015,10
4.6,2015-10-12,18.3,10.6,2.8,rain,2015,10
1.3,2015-10-13,16.7,9.4,3.2,rain,2015,10
0.0,2015-10-14,15.0,10.0,5.0,fog,2015,10
0.0,2015-10-15,21.1,9.4,3.4,fog,2015,10
0.0,2015-10-16,20.0,8.9,1.3,sun,2015,10
0.3,2015-10-17,19.4,11.7,1.3,rain,2015,10
3.8,2015-10-18,15.0,12.8,2.0,rain,2015,10
0.3,2015-10-19,17.2,12.2,2.6,rain,2015,10
0.0,2015-10-20,17.8,10.6,1.8,fog,2015,10
0.0,2015-10-21,16.1,8.3,1.3,fog,2015,10
0.0,2015-10-22,16.1,8.9,2.7,fog,2015,10
0.0,2015-10-23,12.8,7.2,2.6,fog,2015,10
0.0,2015-10-24,15.0,8.9,2.9,fog,2015,10
8.9,2015-10-25,19.4,8.9,3.4,rain,2015,10
6.9,2015-10-26,12.2,10.0,4.6,rain,2015,10
0.0,2015-10-27,16.1,7.8,1.7,fog,2015,10
3.3,2015-10-28,13.9,11.1,2.8,rain,2015,10
1.8,2015-10-29,15.0,12.2,4.7,rain,2015,10
19.3,2015-10-30,17.2,11.7,6.7,rain,2015,10
33.0,2015-10-31,15.6,11.7,7.2,rain,2015,10
26.2,2015-11-01,12.2,8.9,6.0,rain,2015,11
0.3,2015-11-02,11.1,7.2,2.8,rain,2015,11
0.8,2015-11-03,10.6,5.0,1.4,rain,2015,11
0.0,2015-11-04,10.0,3.3,2.2,sun,2015,11
1.3,2015-11-05,11.7,7.8,2.3,rain,2015,11
0.0,2015-11-06,15.6,8.3,2.7,fog,2015,11
12.7,2015-11-07,12.2,9.4,3.0,rain,2015,11
6.6,2015-11-08,11.1,7.8,1.8,rain,2015,11
3.3,2015-11-09,10.0,5.0,1.3,rain,2015,11
1.3,2015-11-10,11.1,3.9,3.9,rain,2015,11
1.5,2015-11-11,11.1,6.1,4.6,rain,2015,11
9.9,2015-11-12,11.1,5.0,5.1,rain,2015,11
33.5,2015-11-13,13.3,9.4,6.5,rain,2015,11
47.2,2015-11-14,9.4,6.1,4.5,rain,2015,11
22.4,2015-11-15,8.9,2.2,4.1,rain,2015,11
2.0,2015-11-16,8.9,1.7,4.0,rain,2015,11
29.5,2015-11-17,13.3,6.7,8.0,rain,2015,11
1.5,2015-11-18,8.9,3.3,3.8,rain,2015,11
2.0,2015-11-19,8.9,2.8,4.2,rain,2015,11
0.0,2015-11-20,8.3,0.6,4.0,fog,2015,11
0.0,2015-11-21,8.9,0.6,4.7,sun,2015,11
0.0,2015-11-22,10.0,1.7,3.1,fog,2015,11
3.0,2015-11-23,6.7,0.0,1.3,rain,2015,11
7.1,2015-11-24,6.7,2.8,4.5,rain,2015,11
0.0,2015-11-25,7.2,0.0,5.7,sun,2015,11
0.0,2015-11-26,9.4,-1.0,4.3,sun,2015,11
0.0,2015-11-27,9.4,-1.6,3.0,sun,2015,11
0.0,2015-11-28,7.2,-2.7,1.0,sun,2015,11
0.0,2015-11-29,1.7,-2.1,0.9,fog,2015,11
0.5,2015-11-30,5.6,-3.8,1.7,rain,2015,11
12.2,2015-12-01,10.0,3.9,3.5,rain,2015,12
2.5,2015-12-02,10.6,4.4,5.0,rain,2015,12
12.7,2015-12-03,15.6,7.8,5.9,rain,2015,12
2.0,2015-12-04,10.6,6.1,4.7,rain,2015,12
15.7,2015-12-05,10.0,6.1,4.0,rain,2015,12
11.2,2015-12-06,12.8,7.2,5.9,rain,2015,12
27.4,2015-12-07,11.1,8.3,3.4,rain,2015,12
54.1,2015-12-08,15.6,10.0,6.2,rain,2015,12
13.5,2015-12-09,12.2,7.8,6.3,rain,2015,12
9.4,2015-12-10,11.7,6.1,7.5,rain,2015,12
0.3,2015-12-11,9.4,4.4,2.8,rain,2015,12
16.0,2015-12-12,8.9,5.6,5.6,rain,2015,12
1.3,2015-12-13,7.8,6.1,6.1,rain,2015,12
0.0,2015-12-14,7.8,1.7,1.7,sun,2015,12
1.5,2015-12-15,6.7,1.1,2.9,rain,2015,12
3.6,2015-12-16,6.1,2.8,2.3,rain,2015,12
21.8,2015-12-17,6.7,3.9,6.0,rain,2015,12
18.5,2015-12-18,8.9,4.4,5.1,rain,2015,12
0.0,2015-12-19,8.3,2.8,4.1,fog,2015,12
4.3,2015-12-20,7.8,4.4,6.7,rain,2015,12
27.4,2015-12-21,5.6,2.8,4.3,rain,2015,12
4.6,2015-12-22,7.8,2.8,5.0,rain,2015,12
6.1,2015-12-23,5.0,2.8,7.6,rain,2015,12
2.5,2015-12-24,5.6,2.2,4.3,rain,2015,12
5.8,2015-12-25,5.0,2.2,1.5,rain,2015,12
0.0,2015-12-26,4.4,0.0,2.5,sun,2015,12
8.6,2015-12-27,4.4,1.7,2.9,rain,2015,12
1.5,2015-12-28,5.0,1.7,1.3,rain,2015,12
0.0,2015-12-29,7.2,0.6,2.6,fog,2015,12
0.0,2015-12-30,5.6,-1.0,3.4,sun,2015,12
0.0,2015-12-31,5.6,-2.1,3.5,sun,2015,12
